date,z_carry,z_momentum,composite,position
2010-02-01,-1.080629192559827,-0.2615636260670096,-0.5072832960148548,-1
2010-03-01,-1.0239008529558273,0.2403481078507943,-0.13892658039119218,-1
2010-04-01,-0.9658666609667779,0.37762027960407235,-0.025425802567182743,-1
2010-05-01,-0.9130593120341892,0.5439123197241365,0.10682083019663874,1
2010-06-01,-0.867643985664544,0.010267812396551562,-0.25310572702177714,-1
2010-07-01,-0.8255495916965385,-0.013172729959631353,-0.2568857884807035,-1
2010-08-01,-0.7844824197086875,-0.03352802815085708,-0.2588143456182062,-1
2010-09-01,-0.7465154774324043,0.42453630204763254,0.07322076820362147,1
2010-10-01,-0.7115359008235294,-0.03938288479096111,-0.2410287896007316,-1
2010-11-01,-0.6591534242900894,1.395569595316685,0.7791526894346525,1
2010-12-01,-0.6148068484684484,-0.6186028536153061,-0.6174640520712488,-1
2011-01-01,-0.577586694504673,0.029298957650568523,-0.15276673799600396,-1
2011-02-01,-0.5429722100968002,0.18144995184759077,-0.03587669673572649,-1
2011-03-01,-0.51327081070461,-0.4496555185295044,-0.4687401061820361,-1
2011-04-01,-0.49534051994682643,-0.875954599506341,-0.7617703756384866,-1
2011-05-01,-0.47668818860744894,-0.5106925372552004,-0.5004912326608749,-1
2011-06-01,-0.45435546548226946,0.009625810047899029,-0.1295685726111515,-1
2011-07-01,-0.4416042230270721,-0.27580885477513395,-0.3255474652507154,-1
2011-08-01,-0.4111260192117856,-0.08043309177537242,-0.17964097000629636,-1
2011-09-01,-0.40789329665239765,0.12223101301237524,-0.036806279887056634,-1
2011-10-01,-0.4281685771001655,0.3216568674348006,0.09670923407431076,1
2011-11-01,-0.44528868122339627,0.23912842796693717,0.03380329520983713,1
2011-12-01,-0.4792723490530636,0.8499959133226819,0.45121543460995817,1
2012-01-01,-0.48231594396185534,0.23665643643062564,0.020964722312881323,1
2012-02-01,-0.3982112191790021,1.5978785861048237,0.9990516445196759,1
2012-03-01,-0.11845837396094418,1.6891512930264727,1.1468683929302474,1
2012-04-01,0.26146837743863466,1.5214517554597726,1.1434567420534312,1
2012-05-01,0.7769884317336089,1.2283041392849876,1.092909427019574,1
2012-06-01,1.2107351817198329,1.2963025963828148,1.27063237198392,1
2012-07-01,1.4726595623784404,1.6909149678612398,1.6254383462164,1
2012-08-01,1.3498905862051722,1.991856230847822,1.799266537455027,1
2012-09-01,1.3082386858503896,1.6338085354513607,1.536137580571069,1
2012-10-01,1.4023291600032872,2.3024853030561756,2.032438460140309,1
2012-11-01,1.4410397813175257,2.119301162074764,1.9158227478475924,1
2012-12-01,1.4535673802553326,2.8429802394797035,2.426156381712392,1
2013-01-01,1.3072809211287317,3.4903740030505794,2.8354460784740247,1
2013-02-01,1.2843229896849069,2.4839176446489337,2.1240392481597254,1
2013-03-01,1.1728224518734134,2.206361408194522,1.8962997212981894,1
2013-04-01,1.158568594076888,2.6868815440540623,2.22838765906091,1
2013-05-01,0.7529957955366727,2.856630685236257,2.2255402183263815,1
2013-06-01,0.2373854813888992,2.229989451115929,1.6322082601978198,1
2013-07-01,-0.1711424991885663,2.1253345951669376,1.4363914668602862,1
2013-08-01,-0.6028728392882171,1.9218797333308737,1.1644539615451464,1
2013-09-01,-0.934033270087636,1.8335365114707574,1.0032655770032393,1
2013-10-01,-1.070335738755795,1.538964858626545,0.7561746794118429,1
2013-11-01,-1.2129031041770792,1.5014808080482358,0.6871656343806413,1
2013-12-01,-1.1680900031964814,1.2512714557832871,0.5254630180893565,1
2014-01-01,-1.3269434740314465,0.5500373989857696,-0.013056862919395229,-1
2014-02-01,-1.413566931357598,0.3506695087763992,-0.17860142326380002,-1
2014-03-01,-1.347752836083302,0.21106116239497824,-0.25658303714850583,-1
2014-04-01,-1.1789923359952785,-0.16725434183225343,-0.47077574008116096,-1
2014-05-01,-1.052287499186185,-0.5345907743919919,-0.6898997918302499,-1
2014-06-01,-0.8593365326491582,-0.3766428647328913,-0.5214509651077713,-1
2014-07-01,-0.8316241301390992,-0.2621090303144469,-0.4329635602618426,-1
2014-08-01,-0.8074514295362079,-0.2559807957829724,-0.42142198590894303,-1
2014-09-01,-0.7938615595924334,0.2555852449325443,-0.05924879642494901,-1
2014-10-01,-0.7931350209323077,0.12836468061773582,-0.14808522984727723,-1
2014-11-01,-0.7975715788397422,0.49000115410490985,0.10372933422151426,1
2014-12-01,-0.5085611362580071,0.3185168677352883,0.07039346653729966,1
2015-01-01,-0.41062048969059295,0.39760903657770064,0.15514017869721253,1
2015-02-01,-0.3399782555025818,0.5472471365089099,0.28107951890546234,1
2015-03-01,-0.2793365112054498,0.47830895997668527,0.25101531862204474,1
2015-04-01,-0.11891603301967116,0.36659742389669703,0.22094338682178657,1
2015-05-01,0.010326862023306117,0.9639353907555444,0.6778528321358729,1
2015-06-01,0.22584847196146698,0.8284526214039655,0.6476713765712159,1
2015-07-01,0.39966205912281055,0.7512637016177489,0.6457832088692674,1
2015-08-01,0.6409180971941679,0.25292002865415597,0.36931944921615956,1
2015-09-01,0.8218438524044306,-0.7567731610129766,-0.2831880569877544,-1
2015-10-01,0.7482842870665698,-0.6274290431465085,-0.21471504408258496,-1
2015-11-01,0.7189204705165501,-1.5091679012714152,-0.8407413897350255,-1
2015-12-01,2.0932283445514748,-1.8455561571314698,-0.6639208066265864,-1
2016-01-01,3.53714605451754,-1.7365599880959288,-0.15444817531188804,-1
2016-02-01,4.296622819396257,-2.168249931878456,-0.2287881064960422,-1
2016-03-01,3.9961429056926088,-2.1267894790728517,-0.2899097636432135,-1
2016-04-01,3.6264385616828254,-2.188935620700516,-0.4443233659855137,-1
2016-05-01,3.26517614155795,-2.1377613631541936,-0.5168801117405506,-1
2016-06-01,2.970643975681376,-2.4092286864946844,-0.7952668878418663,-1
2016-07-01,2.729036028944593,-2.149743241814681,-0.6861094605868988,-1
2016-08-01,2.5282651473853637,-1.9573507058271051,-0.6116659498633644,-1
2016-09-01,2.341953857060909,-1.8566866659090846,-0.5970945090180865,-1
2016-10-01,2.17314585606049,-1.5915555062565638,-0.4621450975614476,-1
2016-11-01,2.0377890226195747,-1.1152556627247296,-0.16934225712143836,-1
2016-12-01,2.1079858262131994,-0.6608753336122638,0.16978301433537518,1
2017-01-01,2.244284240942326,-0.7024295908172088,0.1815845587106516,1
2017-02-01,2.2662321070689053,-0.3679993919846459,0.42227005773141946,1
2017-03-01,2.3654431279385366,-0.3217126557019484,0.4844340793901971,1
2017-04-01,2.4600954018019907,-0.023810502902888078,0.7213612685085755,1
2017-05-01,2.437721397057481,-0.2711111909356105,0.5415385854623169,1
2017-06-01,2.4640173933882696,0.4793835615500496,1.0747737111015154,1
2017-07-01,2.486617925178231,0.1823318385967654,0.8736176645712052,1
2017-08-01,2.4246611082197633,0.33697337712826037,0.9632796964557112,1
2017-09-01,2.3109599952484166,0.658032900723159,1.1539110290807362,1
2017-10-01,2.184737785846765,0.4050463155808891,0.9389537566606518,1
2017-11-01,2.064919169739189,-0.2851353440995211,0.4198810100520919,1
2017-12-01,2.0346448262716414,-0.4659625866581509,0.2842196372207868,1
2018-01-01,2.035396864299926,-0.5496400745948758,0.22587100707356467,1
2018-02-01,1.9945587928698312,-0.5430446245605155,0.21823640066858857,1
2018-03-01,1.9760210637682236,-0.5038794748890058,0.24009068670816308,1
2018-04-01,2.0166524317633985,-0.2008854219416021,0.464375934169898,1
2018-05-01,2.0006126581703834,-0.1480413192931638,0.49655487394590025,1
2018-06-01,2.0058255436316004,-0.029539201842037222,0.5810702218000541,1
2018-07-01,2.00757891124803,0.25337968207956746,0.7796394508301061,1
2018-08-01,1.9662088070952308,0.34085707196811593,0.8284625925062503,1
2018-09-01,1.919617516724898,0.4264867249103281,0.8744259624546991,1
2018-10-01,1.9571677961455716,0.38395499791793863,0.8559188373862284,1
2018-11-01,1.9470509784392944,0.5727118185778424,0.9850135665362779,1
2018-12-01,1.9310343117086068,0.08165721749702086,0.6364703457604965,1
2019-01-01,1.9332264741015324,0.44079197635897654,0.8885223256817432,1
2019-02-01,1.89363439374235,0.8289641831534367,1.1483652463301106,1
2019-03-01,1.8353072813751943,0.8825685371200271,1.1683901603965774,1
2019-04-01,1.7681672904524544,0.6239938454155278,0.9672458789266059,1
2019-05-01,1.683974900372754,0.3338601277480168,0.7388945595354379,1
2019-06-01,1.5990479436224376,-0.1820031931496229,0.3523121478819952,1
2019-07-01,1.5268247431317228,-0.2110237265865435,0.3103308143289364,1
2019-08-01,1.3597401086569965,-0.6410900558746594,-0.04084100651516265,-1
2019-09-01,1.1953124530083872,-0.9181161798827328,-0.2840875900153968,-1
2019-10-01,0.985238889904639,-0.8590445430717587,-0.3057595131788393,-1
2019-11-01,0.7078590514797375,-0.8538865933689047,-0.38536289991431205,-1
2019-12-01,0.488157298817302,-0.3570966538026455,-0.10352046801666123,-1
2020-01-01,0.3085620836074016,-0.087833090241568,0.031085461913122885,1
2020-02-01,0.17120776602764667,-0.3328037683747905,-0.18160030805405933,-1
2020-03-01,-0.414035896245364,-0.6333094163828036,-0.5675273603415717,-1
2020-04-01,-1.1805181938864022,-1.111627276548888,-1.1322945517501422,-1
2020-05-01,-1.7246330158570073,-0.37105468339791847,-0.7771281831356451,-1
2020-06-01,-2.0393806821297304,0.042574716430307726,-0.5820119031377037,-1
2020-07-01,-2.17928063814017,-0.8193904192357804,-1.2273574849070972,-1
2020-08-01,-2.202662876466951,-0.01790091988588732,-0.6733295068602064,-1
2020-09-01,-2.1659525886581408,-0.34871367465390213,-0.8938853488551737,-1
2020-10-01,-2.093661211270492,-1.0543983931160659,-1.3661772385623938,-1
2020-11-01,-2.0046132122645277,-1.4262472077516188,-1.5997570091054913,-1
2020-12-01,-1.906782900126626,-1.4923939476301789,-1.616710633379113,-1
2021-01-01,-1.8063262515253304,-1.05171986279381,-1.278101779413266,-1
2021-02-01,-1.7114914759805284,-0.5764975546801339,-0.9169957310702522,-1
2021-03-01,-1.6222917433663864,1.4848259844428227,0.5526906661000599,1
2021-04-01,-1.534963894635931,1.4158875301010294,0.5306321026799413,1
2021-05-01,-1.4544924146807654,1.3168949913134584,0.48547876951519126,1
2021-06-01,-1.3716032732614438,1.474074021734234,0.6203708332355307,1
2021-07-01,-1.2890621444502441,1.996083936838212,1.0105401124516749,1
2021-08-01,-1.2166886017687688,1.7586272887899508,0.8660325216223348,1
2021-09-01,-1.1521881421500755,2.16492397663925,1.1697903410024522,1
2021-10-01,-1.0910557564962728,2.6508469640194017,1.5282761478646991,1
2021-11-01,-1.0332597742329652,2.517859870934851,1.452523977384506,1
2021-12-01,-0.9785922515094935,2.6787678034825966,1.5815597869849694,1
2022-01-01,-0.9269473555299911,2.1911976152535173,1.2557541240184649,1
2022-02-01,-0.8780825531419973,1.6887425948961965,0.9186950504847382,1
2022-03-01,-0.7979707309362434,1.9546621368498265,1.1288722765140056,1
2022-04-01,-0.6910016926066737,3.148084700189986,1.996358782350988,1
2022-05-01,-0.4657613601578358,2.2465482563906205,1.4328553714260837,1
2022-06-01,-0.13540997711276453,2.85800848427951,1.9599829458618276,1
2022-07-01,0.31125209019107986,2.4356990292184153,1.7983649475102146,1
2022-08-01,0.9361003288261434,2.50717814871197,2.035854802746222,1
2022-09-01,1.5341453331456483,2.495459295701272,2.207065106934585,1
2022-10-01,2.1551728662027143,2.3275468365893124,2.2758346454733327,1
2022-11-01,2.710293385062311,1.4469113676263565,1.8259259728571429,1
2022-12-01,2.9771571352873702,0.800928672955476,1.4537972116550442,1
2023-01-01,3.0207471389902976,0.5505168810373907,1.2915859584232627,1
2023-02-01,2.9540291156471503,0.9419057743917679,1.5455427767683827,1
2023-03-01,2.793801776323775,0.09226506954015509,0.9027260815752409,1
2023-04-01,2.625235884367511,-0.5875619210093972,0.37627742060367536,1
2023-05-01,2.4791555113404526,0.06975843746134981,0.7925775596250806,1
2023-06-01,2.3239695383333876,-0.28212855298367645,0.4997008744114428,1
2023-07-01,2.177235906842753,-0.43828722374334533,0.34636971543248407,1
2023-08-01,2.0653657843361746,-0.4025449698699876,0.3378282563918611,1
2023-09-01,1.9500391586975212,-0.6220467584781942,0.1495790166745204,1
2023-10-01,1.8377110391383875,-0.9109996171493346,-0.08638642026301802,-1
2023-11-01,1.731262295886885,-0.4202685631911059,0.2251906945322914,1
2023-12-01,1.631749931985437,-0.4252263139897199,0.19186655980282719,1
2024-01-01,1.5393131671022964,0.26998458458589214,0.6507831593408134,1
2024-02-01,1.4536611308979146,-0.06145731136793221,0.3930782213118218,1
2024-03-01,1.374300959550356,0.2917717382842592,0.6165305046640881,1
2024-04-01,1.2777494952895867,0.6387467043728076,0.8304475416478412,1
2024-05-01,1.1942137251959974,0.031157697824296084,0.3800745060358065,1
2024-06-01,1.1204989107559644,-0.16777213997893095,0.21870917524153763,1
2024-07-01,1.0543439984965532,-0.5199827452638917,-0.047684722135758195,-1
2024-08-01,0.976375552931287,-1.692065037561765,-0.8915328604138493,-1
2024-09-01,0.8842049819521018,-2.006809285160134,-1.139505005026463,-1
2024-10-01,0.7688570830049682,-1.093186627689232,-0.5345735144809718,-1
2024-11-01,0.6488773532668083,-1.0471900722673928,-0.5383698446071324,-1
2024-12-01,0.5270973838050573,-0.06907219764816208,0.10977867678780376,1
2025-01-01,0.40214790280226514,-0.8089307662671517,-0.44560716554632657,-1
2025-02-01,0.2551970937992844,-1.3342169148293919,-0.857392712240789,-1
2025-03-01,0.12352837040373557,-1.348301025610316,-0.9067522068061005,-1
2025-04-01,-0.0019124180112579862,-2.026775681139087,-1.4193167022007382,-1
2025-05-01,-0.12812761444297688,-1.8109328642523943,-1.3060912893095689,-1
2025-06-01,-0.2613595931663735,-1.8470807017178328,-1.371364369152395,-1
2025-07-01,-0.40711450812280764,-1.0131576104218252,-0.8313446797321198,-1
2025-08-01,-0.5656810213635796,-0.6097185554781059,-0.596507295243748,-1
2025-09-01,-0.7766178891197312,-0.26326461712440197,-0.4172705987230007,-1
2025-10-01,-1.0396728628388396,-0.6643299917633612,-0.7769328530860047,-1
2025-11-01,-1.345448467468564,-0.2279514687990815,-0.5632005683999263,-1
2025-12-01,-1.6228168670293266,-0.7143261975486125,-0.9868733983928266,-1
2026-01-01,-1.8035355888375062,-0.7043537476742399,-1.0341083000232196,-1
2026-02-01,-1.8623761647951287,0.01891927979118206,-0.5454693535847112,-1
