date,japan_cpi
2000-01-01,99.0498
2001-01-01,98.3626
2002-01-01,97.48028000000001
2003-01-01,97.22575
2004-01-01,97.21727
2005-01-01,96.9373
2006-01-01,97.18333
2007-01-01,97.22575
2008-01-01,98.56622
2009-01-01,97.25121
2010-01-01,96.53008
2011-01-01,96.26706999999999
2012-01-01,96.22466
2013-01-01,96.54704
2014-01-01,99.211
2015-01-01,100.0
2016-01-01,99.87274000000001
2017-01-01,100.3563
2018-01-01,101.3489
2019-01-01,101.824
2020-01-01,101.7986
2021-01-01,
